domain,status,label,detail,timestamp
ht5f9.carrote-orange.network,malicious,"钓鱼网站,C2服务器",域名存在Whois信息缺失、DNS解析异常及无SSL证书等高风险特征，且DGA检测结果为恶意模式，符合钓鱼及C2服务器的典型行为特征。,2025-08-14 17:00:34
itrusstcapittalloginne.webflow.io,malicious,钓鱼网站,域名存在明显拼写错误、Whois信息缺失、SSL证书缺失、Cloudflare IP集中及未来时间戳异常等高风险特征，结合404页面可能被用于诱导用户输入敏感信息。,2025-08-14 17:01:44
itrusstfvcapitaklogin.webflow.io,malicious,钓鱼网站,域名存在拼写异常、SSL证书缺失、404页面可能被用于诱导用户访问恶意链接，且历史DNS记录频繁更新存在异常行为。,2025-08-14 17:03:01
itruuscatlogin.webflow.io,benign,-,当前未发现明确恶意证据，但存在未启用HTTPS和DNS解析异常等潜在风险，需持续监控。,2025-08-14 17:04:11
jx8m7.carrote-orange.network,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、无历史记录及SSL证书查询失败等多项高风险特征，符合恶意域名的典型行为模式。,2025-08-14 17:05:38
mourahurchu.com,malicious,"钓鱼网站,C2服务器",域名存在注册信息缺失、新注册特征、DNS解析异常（多地域NS记录/IP地理位置矛盾）、SSL证书缺失及DNSSEC未启用等高风险特征，且网站无法访问，符合恶意域名典型行为模式。,2025-08-14 17:07:23
my--sso-itrustcapital--com-cdn--p.webflow.io,benign,-,域名注册信息合法且稳定，DNS解析指向可信CDN服务，无明显恶意特征，404页面可能为正常业务场景下的临时状态。,2025-08-14 17:08:47
secure--itrust-capital--loginn.webflow.io,benign,-,域名由合法注册商注册且无明显恶意特征，子域名404错误可能为未部署或测试环境，暂未发现明确恶意行为,2025-08-14 17:10:02
servie727.weebly.com,benign,-,"域名归属Weebly, Inc.且解析信息合规，无明确恶意行为证据，SSL证书问题及子域名异常为潜在风险但未确认恶意用途。",2025-08-14 17:11:26
site-06hplt516.godaddysites.com,benign,-,域名属于Orange官方服务页面，DNS解析指向可信的AWS基础设施，历史记录无异常，尽管存在注册信息隐私化和SSL证书缺失等潜在风险，但未发现明确恶意行为证据。,2025-08-14 17:12:50
sso--i-trustcapital.webflow.io,benign,-,域名当前显示404错误且存在信息缺失，但无直接证据表明其为恶意域名，需进一步验证注册信息及证书配置。,2025-08-14 17:14:19
startt-support-ledgre.webflow.io,benign,-,域名未发现直接恶意行为，当前为404状态可能处于建设或废弃阶段，DNS解析异常及SSL缺失可能为配置问题，需持续监控但无明确恶意证据。,2025-08-14 17:15:10
trzr-l0-strtz.webflow.io,benign,-,域名虽存在SSL缺失、子域名命名异常及404页面等可疑特征，但DGA检测结果为合法，CDN使用正常，无直接恶意行为证据，可能为测试环境或配置问题。,2025-08-14 17:17:42
www-distrib-mrelay.com,malicious,"钓鱼网站, 垃圾邮件",域名新注册且DNS配置异常（多ASN关联、非标准DNS名称）、SSL证书缺失、注册信息存疑，结合无法访问的网站内容，存在短期恶意用途风险。,2025-08-14 17:19:27
www-transit-mrelay.com,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名注册时间极短且注册商非主流，DNSSEC未启用，NS记录分散涉及CDN，IP归属与注册商信息不一致，SSL证书异常，注册人信息模糊，网站无法访问且存在连接中断风险，综合多维度异常特征指向恶意用途。,2025-08-14 17:21:16
content---auth-l-lledgres.webflow.io,benign,-,域名由可信公司注册，DNS解析正常，无恶意特征，当前网站内容为404错误页面，未发现直接恶意行为。,2025-08-14 17:22:06
costom-2ycq.vercel.app,malicious,"隐蔽攻击,钓鱼网站",域名存在IP轮换、SSL证书缺失、Whois信息缺失及无法访问等异常特征，结合Vercel托管平台的隐蔽性，高度疑似用于隐蔽攻击或钓鱼行为。,2025-08-14 17:23:15
itrustcapital-logii.webflow.io,benign,-,域名注册信息合法，DNS解析正常且无历史异常，当前404状态可能为未部署或内容迁移，暂未发现明确恶意行为证据。,2025-08-14 17:24:22
itrustcapitalloginnee.webflow.io,benign,钓鱼网站,域名当前显示404错误，子域名未在主域名Whois信息中明确提及，且无SSL证书，存在潜在恶意利用风险。,2025-08-14 17:25:57
itrustcapoitalogin.webflow.io,malicious,钓鱼网站,子域名存在明显拼写错误，SSL证书缺失，网站内容疑似仿冒金融平台且存在拼写异常，综合判断存在钓鱼攻击风险。,2025-08-14 17:27:09
juno-12342452.weebly.com,benign,-,"域名解析IP与Weebly, Inc.归属一致，DGA检测结果为合法，且无明确恶意行为特征。",2025-08-14 17:28:24
mymailverification-101435.weeblysite.com,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息隐藏、SSL证书缺失、与Weebly品牌关联性存疑、子域名名称含‘邮件验证’关键词等异常特征，高度疑似用于钓鱼或垃圾邮件活动。,2025-08-14 17:29:23
mytrezore--strt.webflow.io,benign,-,域名属于合法公司持有的可信主域名webflow.io，子域名解析至Cloudflare且无历史异常记录，网站内容为Trezor官方设备初始化指导，无恶意特征。,2025-08-14 17:30:16
netfiix-nuevo.com,malicious,"钓鱼网站, 域名仿冒",域名拼写错误（netfiix-nuevo.com疑似仿冒Netflix或Plesk官方域名），IP地理位置异常，隐私信息隐藏，注册时间短且即将到期，存在高风险仿冒行为。,2025-08-14 17:31:24
online-bdo-pay.pages.dev,malicious,钓鱼网站,域名存在SSL证书有效期异常（未来时间）、Whois信息缺失、Cloudflare标记为疑似钓鱼网站等高风险特征，且域名包含'BDO-pay'可能仿冒银行支付服务，高度疑似钓鱼攻击。,2025-08-14 17:32:27
services-onlinebdopaycustomerservices.pages.dev,malicious,钓鱼网站,Cloudflare标记为疑似钓鱼网站，结合Whois信息缺失、SSL证书时间异常、DNS解析集中及域名结构可疑等多维度风险特征，高度怀疑该域名用于诱导用户输入敏感信息。,2025-08-14 17:33:51
tgweb.appgo.in,benign,-,域名可能为Telegram官方网页版入口，尽管存在注册信息异常和历史DNS记录异常，但SSL证书指向可信云服务商且网站用途符合Telegram Web的合法功能。,2025-08-14 17:35:05
